# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
40,0.3688699,0,0,0,0.6268657,0,0,0,0.6375266,0,0,0,0.6140725,0,0,0,0.32,0,0,0,0.5768421,0,0,0,0.6336842,0,0,0,0.6042106,0,0,0,0.3376068,0,0,0,0.5961539,0,0,0,0.6452991,0,0,0,0.6217949,0,0,0,0.3195652,0,0,0,0.6021739,0,0,0,0.6521739,0,0,0,0.6478261,0,0,0,0.3217391,0,0,0,0.6065217,0,0,0,0.676087,0,0,0,0.6391304,0,0,0,0.3382979,0,0,0,0.5808511,0,0,0,0.6340426,0,0,0,0.6021277,0,0,0
Step3Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
1,0.0424994,0.03894775,0.032928,0.02486155,0.04743559,0.06435107,0.05514086,0.03954972,0.05219119,0.0542981,0.03100169,0.01805924,0.06748134,0.05207079,0.03371057,0.01775825,0.04509556,0.04630132,0.04443239,0.04111654,0.05371677,0.07367215,0.05058178,0.02966178,0.05070236,0.05389763,0.03707723,0.02098029,0.06649786,0.05208899,0.03141014,0.02616507,0.04589649,0.04112567,0.03587173,0.03255028,0.06014856,0.04776859,0.02705477,0.02783985,0.05018419,0.04927834,0.0366568,0.02047225,0.07434024,0.03321457,0.02355215,0.02578658,0.02413355,0.0198996,0.02504083,0.01070586,0.06254158,0.046634,0.02461743,0.01681486,0.03423456,0.03332729,0.02086736,0.007863062,0.05740035,0.03556523,0.01965765,0.03695639,0.02418915,0.01933919,0.01800546,0.01903607,0.03340406,0.04437708,0.02297666,0.01982419,0.03401031,0.03170658,0.02055168,0.007032434,0.05638072,0.03194908,0.01970294,0.01576235,0.0492052,0.04629293,0.03567528,0.02985075,0.05242082,0.06855964,0.04465478,0.03622133,0.05545444,0.05490838,0.03603932,0.025361,0.06595074,0.06249242,0.03282369,0.02954739
2,0.04539907,0.04137174,0.03472053,0.02617769,0.05192824,0.06712229,0.05760312,0.03691726,0.05345375,0.0566268,0.0325238,0.01879424,0.06901392,0.05363681,0.03484257,0.01909934,0.04736585,0.04822149,0.04699915,0.04265982,0.05580002,0.07706882,0.05213299,0.03220878,0.05207187,0.05524997,0.03899279,0.02456912,0.06839018,0.05414986,0.03245325,0.02799169,0.04736842,0.04216646,0.0380661,0.03476132,0.06413709,0.04895961,0.02962056,0.02949816,0.05110159,0.05195839,0.03824969,0.02221542,0.07778458,0.03341493,0.02374541,0.02692778,0.02427661,0.02004659,0.02507357,0.01085091,0.06253065,0.04794017,0.02507357,0.01679745,0.03420794,0.03390142,0.02084355,0.007908288,0.05811672,0.03604708,0.01980137,0.03745709,0.02394401,0.01946218,0.0180501,0.01940079,0.03388998,0.04555501,0.02326866,0.02007613,0.03376719,0.03296906,0.02050589,0.006999018,0.05679027,0.03210953,0.01946218,0.01571709,0.05135135,0.04748157,0.03728501,0.03151106,0.0541769,0.07137592,0.04717445,0.03796069,0.05638821,0.05755528,0.03832924,0.01836609,0.06855037,0.06547911,0.03445946,0.03077396
3,0.04692317,0.04340856,0.03600937,0.02750031,0.05506228,0.06992231,0.06005673,0.03810581,0.05537058,0.05802195,0.0336663,0.01979282,0.07029226,0.0548773,0.03551609,0.02047108,0.04957402,0.05006791,0.04926534,0.0443882,0.0575997,0.07963946,0.05401902,0.03438696,0.05377207,0.05636498,0.04049883,0.02969502,0.06945302,0.05568589,0.03358439,0.0291394,0.04907293,0.04326329,0.03967861,0.03652658,0.06730531,0.05037083,0.0302843,0.03059332,0.0526576,0.05228677,0.03961681,0.023733,0.08009889,0.03405439,0.0249691,0.02775031,0.02482357,0.02036647,0.02562833,0.01114275,0.06289464,0.0489662,0.02599975,0.01696174,0.03460443,0.03392349,0.02141884,0.008233255,0.05843754,0.03639966,0.02024266,0.03819488,0.02435699,0.01989464,0.01859312,0.02014255,0.03452123,0.04660676,0.02386117,0.02045243,0.03476914,0.03402541,0.02082429,0.007375271,0.0570189,0.03247599,0.01995662,0.01599008,0.05358472,0.04825106,0.03838998,0.03249814,0.05476309,0.07305879,0.04868519,0.03987844,0.05842223,0.05978666,0.04012652,0.01966013,0.06983379,0.06853138,0.03603324,0.03249814
4,0.04855757,0.04501368,0.03761502,0.02866202,0.05303407,0.07193484,0.06298184,0.04010196,0.05763492,0.0595623,0.0350659,0.02101467,0.07168615,0.05657797,0.03693111,0.0218851,0.05170373,0.05145456,0.05108079,0.04603501,0.05924127,0.08160468,0.05575282,0.03594344,0.05500529,0.05712328,0.04154987,0.02441911,0.07039183,0.05650034,0.03444839,0.02996325,0.05053025,0.04391766,0.04067374,0.03799127,0.06936993,0.05140362,0.03056769,0.03131628,0.05358702,0.05252651,0.04054897,0.02482845,0.08184654,0.03431067,0.02595134,0.02807236,0.02542638,0.02086587,0.02636347,0.01174486,0.06340976,0.05010308,0.02698819,0.01742988,0.03517211,0.03423502,0.02205285,0.008871119,0.05916162,0.03717124,0.02086587,0.04054476,0.0242208,0.02009012,0.01858806,0.0202153,0.03448492,0.04737765,0.02384529,0.02034047,0.03867818,0.03473526,0.0206534,0.007072224,0.0570159,0.03235699,0.01990237,0.01583427,0.05536072,0.04947395,0.03951653,0.03344188,0.05567385,0.0751503,0.05016283,0.04145792,0.06030812,0.06131012,0.04183367,0.02072896,0.07120491,0.07120491,0.03732465,0.03444389
5,0.04946021,0.0456942,0.03835049,0.02912378,0.05159428,0.07393924,0.06421039,0.04186543,0.05868692,0.06082099,0.03565152,0.021529,0.07280944,0.05768265,0.03747176,0.02240773,0.05318747,0.05255878,0.0521187,0.04646045,0.06004024,0.08399346,0.0568339,0.0367157,0.05589086,0.05834276,0.04224821,0.02439331,0.07148246,0.05771407,0.03476676,0.03024016,0.05140628,0.04454792,0.04127603,0.03888504,0.07116341,0.05279054,0.03064242,0.03196376,0.05398603,0.05310514,0.04115019,0.02548292,0.08412509,0.03454351,0.02667841,0.02844019,0.02559092,0.02092657,0.02641034,0.01153482,0.06378821,0.05130791,0.02729278,0.01701859,0.03536086,0.03473054,0.02206114,0.008572329,0.05988024,0.03813426,0.02086354,0.04267255,0.02425008,0.0203347,0.01875592,0.0202084,0.03454373,0.04856331,0.02570256,0.02014525,0.03984844,0.03593306,0.02071361,0.006757183,0.05753079,0.0327755,0.02014525,0.01572466,0.05591004,0.04984522,0.03980037,0.03367237,0.05622591,0.07656832,0.05028745,0.04207467,0.06165898,0.06273296,0.0427696,0.02154274,0.07296734,0.07303052,0.03784193,0.03525175
6,0.05037337,0.0465131,0.03898241,0.02967979,0.0517656,0.07543349,0.06499177,0.04334894,0.05992912,0.06182761,0.03645108,0.02202253,0.07397798,0.05860018,0.03834958,0.02316163,0.05448901,0.0534119,0.05322182,0.0476462,0.06082494,0.08591522,0.05797377,0.03782551,0.05670658,0.0588608,0.04276754,0.02490021,0.07222962,0.05848064,0.03522778,0.03085598,0.05223075,0.04486895,0.04214,0.03966491,0.07272958,0.0542616,0.03103383,0.03325506,0.05445199,0.05350003,0.04175922,0.02608364,0.08573967,0.03477819,0.02747985,0.02855874,0.0259097,0.02121039,0.02667175,0.01200229,0.06432971,0.05251794,0.02794183,0.01740014,0.03575284,0.0350543,0.02248047,0.00901759,0.06058297,0.03880104,0.02114689,0.04464342,0.02461832,0.02086514,0.01902036,0.02086514,0.03498728,0.04968194,0.02569975,0.0206743,0.04064886,0.036514,0.02105598,0.007379135,0.05846056,0.03314249,0.02029262,0.01774809,0.05709739,0.05022279,0.04080204,0.03443667,0.05684277,0.07816678,0.05079567,0.0427753,0.06276257,0.06346276,0.04379376,0.0221515,0.07466581,0.07479312,0.03889243,0.03609166
7,0.05009905,0.04671225,0.03866062,0.02907534,0.05214391,0.07776855,0.06447697,0.04287814,0.06006774,0.06371014,0.03604064,0.02134322,0.07489297,0.05904531,0.03763819,0.02281296,0.05252383,0.05393129,0.05335551,0.04721387,0.06186425,0.08892585,0.05808969,0.03729768,0.05649031,0.06039281,0.04247969,0.02367091,0.07331584,0.05898535,0.03467469,0.0299405,0.05200461,0.04508774,0.0417574,0.03951582,0.07410017,0.05648777,0.03022928,0.03010119,0.05424619,0.05482259,0.04111695,0.0261304,0.08748559,0.03490457,0.02702703,0.02766748,0.02521494,0.02091621,0.02598486,0.01084306,0.06448095,0.0544078,0.02726806,0.0161042,0.03528808,0.03618632,0.02136533,0.007891698,0.06127294,0.03894521,0.02008213,0.04414218,0.02396402,0.02068744,0.01818182,0.01965949,0.0350787,0.05152586,0.02467074,0.01946675,0.03983296,0.03752008,0.01991648,0.006103437,0.05878574,0.03295856,0.01914552,0.01689688,0.05707308,0.05058166,0.04042676,0.03387107,0.05739443,0.08066071,0.05032457,0.04248345,0.06305032,0.06568546,0.04351179,0.02108105,0.07564753,0.0761617,0.0383058,0.03612057
8,0.05059946,0.04731211,0.0387392,0.02868377,0.05266211,0.07954106,0.06465128,0.04299343,0.06065489,0.06536032,0.03616089,0.02120665,0.07638262,0.06013923,0.0375145,0.02372051,0.05338584,0.05461236,0.05383771,0.04738235,0.06274611,0.09108514,0.05842102,0.0375702,0.05706539,0.06197147,0.04228261,0.02330385,0.07455942,0.05990575,0.03453618,0.02988832,0.05195813,0.04543104,0.04148895,0.03948559,0.07528758,0.05816208,0.02966266,0.02953341,0.05421998,0.05602947,0.04097195,0.0247512,0.08924648,0.03534962,0.02662531,0.02720693,0.02478964,0.02097087,0.02556634,0.01016181,0.06453075,0.05592233,0.02718447,0.01553398,0.03482201,0.03734628,0.0210356,0.007378641,0.06187702,0.03935275,0.01961165,0.04407767,0.02359805,0.02100486,0.01789303,0.01931929,0.03526742,0.05290113,0.02418152,0.01899514,0.03980551,0.03811993,0.01957861,0.005445705,0.05970827,0.03338736,0.01880065,0.01666126,0.05731328,0.05095954,0.04045643,0.03377853,0.05776712,0.08220954,0.05044087,0.04259595,0.06340767,0.06684388,0.04356847,0.02068205,0.07676349,0.07799533,0.03838174,0.03591805
9,0.05112049,0.04761286,0.03916856,0.02884053,0.05280935,0.08100033,0.06476129,0.04365054,0.0611887,0.06599545,0.03637545,0.02117571,0.07723287,0.060734,0.03793439,0.02403378,0.05419489,0.05536738,0.05432517,0.0478765,0.06331423,0.09314747,0.05908025,0.03791037,0.05719125,0.06233716,0.04253517,0.02312402,0.07536478,0.06051329,0.03458833,0.02983325,0.05234339,0.04549899,0.04184864,0.03995828,0.07620103,0.05957891,0.02978945,0.0295939,0.05436412,0.05612411,0.04113161,0.02470504,0.09054168,0.03552572,0.02646503,0.02698651,0.02499511,0.02107942,0.02558246,0.01011551,0.06486981,0.05716896,0.02740978,0.01540168,0.03511062,0.03759055,0.0209489,0.007244012,0.06278144,0.03961365,0.01970894,0.04411669,0.02360248,0.02137954,0.01791435,0.01922197,0.0355018,0.05400458,0.02399477,0.01889506,0.03962079,0.03792089,0.01948349,0.005230467,0.06028114,0.03347499,0.01869892,0.01660674,0.05794258,0.05120659,0.04080832,0.03394153,0.05846576,0.08397096,0.0508796,0.04303185,0.06422079,0.06762148,0.04427441,0.02092734,0.07723498,0.07906612,0.03865018,0.03616507
10,0.05246288,0.04808007,0.03977235,0.02937136,0.05337869,0.08229215,0.06548047,0.04415517,0.06194806,0.06600379,0.03715575,0.02191404,0.07823641,0.06116308,0.03879113,0.02466148,0.05501343,0.05573384,0.0552099,0.04859519,0.06378938,0.09424324,0.05992534,0.03857489,0.05782959,0.06208658,0.04315934,0.02370817,0.0761674,0.06051477,0.0351693,0.03058485,0.05338755,0.04604184,0.04289369,0.04092608,0.07739227,0.06086443,0.03043222,0.03016987,0.05489605,0.0560766,0.04197547,0.02564439,0.09188693,0.03574474,0.0270873,0.02787434,0.02548105,0.0210153,0.02587509,0.010639,0.06527878,0.05812044,0.02810797,0.01582715,0.03546332,0.03710514,0.02154068,0.007618047,0.06343994,0.03960071,0.02016155,0.04492021,0.02421212,0.02184354,0.01829068,0.01986973,0.03585762,0.055201,0.0244095,0.01947496,0.03993684,0.03704191,0.01986973,0.005658267,0.06118824,0.03362063,0.019146,0.01730377,0.05873068,0.05143045,0.0411049,0.03446235,0.05886222,0.08523512,0.05149622,0.04360408,0.06464978,0.0672805,0.04472213,0.02183492,0.07813219,0.07957909,0.03919763,0.03676422
11,0.05312129,0.04843606,0.04005543,0.02936518,0.05351722,0.0835423,0.06552725,0.04487264,0.06222779,0.06724297,0.03741586,0.02204039,0.07978091,0.06196384,0.03899961,0.02467995,0.0557869,0.05631569,0.0555886,0.04904488,0.06444576,0.09617291,0.06041377,0.03886576,0.05810034,0.0629916,0.04322824,0.02353097,0.07766541,0.06140525,0.03523035,0.03060348,0.05364466,0.04590554,0.04266438,0.04101072,0.07818495,0.06158222,0.02983199,0.03009657,0.05476915,0.05642281,0.04180447,0.02566477,0.09366319,0.03571901,0.02619394,0.02758301,0.02529969,0.02092854,0.02563084,0.01006689,0.06536857,0.05881184,0.02808133,0.01543149,0.03510166,0.03748593,0.02125969,0.007219021,0.06450758,0.03987019,0.01967018,0.04483741,0.02401645,0.02222517,0.01804551,0.01950508,0.03582565,0.05612685,0.02395011,0.01910701,0.03973993,0.0374179,0.01963776,0.005373847,0.06223048,0.03390168,0.01890798,0.02116367,0.05908096,0.05198594,0.04150918,0.0346794,0.05954512,0.08679796,0.05191964,0.0438963,0.06531397,0.0685631,0.04508985,0.02227969,0.07963663,0.08069757,0.03958623,0.03719912
12,0.05357974,0.04859403,0.04028452,0.02944891,0.05377917,0.08409227,0.06574486,0.04480489,0.06235458,0.06780563,0.03769195,0.02213654,0.08056904,0.06242106,0.03908795,0.02479559,0.0563099,0.05670926,0.05624335,0.04958733,0.06509585,0.09744409,0.0611688,0.03933706,0.05850639,0.0634984,0.04379659,0.02369542,0.07880724,0.06196752,0.03554313,0.03081736,0.05402705,0.046366,0.04323496,0.04163613,0.07894211,0.06275398,0.02997802,0.03024449,0.05522617,0.05675838,0.04230231,0.02604757,0.09493039,0.03617347,0.0261808,0.02777963,0.02541355,0.02114461,0.02594717,0.01013874,0.0655016,0.0595651,0.02821505,0.01540822,0.03515208,0.03775347,0.02147812,0.007337247,0.0652348,0.04015475,0.01987727,0.04489061,0.02425174,0.02258151,0.01823891,0.0196419,0.03607696,0.05678781,0.02405131,0.01910743,0.03955104,0.03727953,0.0196419,0.005344735,0.06300107,0.03407269,0.018907,0.0211117,0.05948005,0.05252957,0.04190336,0.03508655,0.05954688,0.08754929,0.05219541,0.04444296,0.06556172,0.0689033,0.0453786,0.02252222,0.08039831,0.08126713,0.03983159,0.03762614
13,0.05455033,0.04892106,0.04067819,0.02955368,0.05448331,0.08544431,0.06621096,0.04496716,0.06299423,0.06929366,0.03793057,0.02218201,0.08202654,0.06332931,0.03940491,0.02472859,0.05674044,0.05754527,0.0566063,0.04963112,0.06552649,0.09879275,0.06143528,0.03930248,0.05855131,0.0648558,0.04379611,0.02354125,0.07974514,0.06257545,0.03561368,0.03078471,0.05431718,0.04679737,0.04337317,0.0416275,0.08003223,0.06344837,0.0298778,0.03001209,0.05545858,0.05774137,0.04243319,0.02598362,0.09648181,0.03645764,0.02551363,0.02752786,0.02554278,0.02117362,0.02594609,0.01008268,0.06607515,0.0606305,0.02829872,0.01519123,0.03515494,0.03885192,0.02137528,0.007057874,0.06620958,0.0406668,0.01976205,0.04490153,0.02425222,0.02303961,0.01805443,0.01933441,0.03631097,0.05773376,0.02378065,0.01886284,0.03967933,0.03806252,0.01960388,0.004917812,0.06379682,0.03442468,0.01879547,0.02068176,0.05986129,0.05299306,0.04181537,0.03487981,0.06013063,0.08895024,0.05225237,0.04423945,0.06598882,0.07023096,0.04524948,0.02195138,0.081476,0.08221669,0.0397953,0.03764056
14,0.05477879,0.04930767,0.04045931,0.02911179,0.05471125,0.08659237,0.06599122,0.04491726,0.06335697,0.07092199,0.03762243,0.02174941,0.08274232,0.06443769,0.03897332,0.02451874,0.0570733,0.05822288,0.05700568,0.04956722,0.06647281,0.1004193,0.06153638,0.03908575,0.05889911,0.06674331,0.04388694,0.02312686,0.08060589,0.0637003,0.03523127,0.03043008,0.05409614,0.04698713,0.04319567,0.04116452,0.08043331,0.06398104,0.02924848,0.02938389,0.05504401,0.0591063,0.04211239,0.02552471,0.0972918,0.03689912,0.02457684,0.02694651,0.02500508,0.02121027,0.0255472,0.009487023,0.06586704,0.06146236,0.02771566,0.01463712,0.03476316,0.04011656,0.02080369,0.006505387,0.06640916,0.04140408,0.01931287,0.04472454,0.02376587,0.02342636,0.01758675,0.01880899,0.03646364,0.05866775,0.02322265,0.01826577,0.03931554,0.03945135,0.01921641,0.004345759,0.06423575,0.03510559,0.01819787,0.01996333,0.06002173,0.05316404,0.0416214,0.03462792,0.06049701,0.09010049,0.05194188,0.04413362,0.06626833,0.07203965,0.04508419,0.02159153,0.08222433,0.08358229,0.03951657,0.03734383
15,0.05552531,0.04987752,0.0406233,0.02891943,0.05504899,0.08757485,0.06573217,0.04504627,0.06362276,0.07294502,0.03762929,0.02150245,0.0836282,0.06566413,0.03885411,0.02422428,0.05733179,0.05862704,0.05712727,0.04962847,0.06708024,0.1014384,0.06183107,0.03926648,0.0591724,0.06823914,0.04376576,0.02290545,0.08153249,0.06489877,0.03510805,0.03033608,0.05434709,0.04793727,0.04370951,0.04166383,0.08148653,0.0647119,0.02918513,0.02973065,0.05550631,0.06102966,0.04220934,0.02557109,0.0986703,0.03798159,0.02434368,0.02700307,0.02500171,0.0217228,0.0256165,0.009017009,0.06639798,0.06195778,0.0275292,0.014072,0.03483845,0.04187445,0.02069814,0.00607965,0.06735433,0.04242093,0.01912699,0.04440194,0.02367431,0.02429011,0.01772152,0.01881628,0.03694834,0.05925419,0.02278481,0.01799521,0.0392063,0.04112213,0.01881628,0.004036949,0.06513856,0.03599042,0.01778994,0.01950051,0.06024344,0.05395241,0.04191739,0.03446389,0.06126915,0.09094639,0.05217451,0.04410558,0.06660284,0.07398797,0.04513129,0.02119803,0.08342451,0.08472374,0.03945569,0.03726751
16,0.05734841,0.05015416,0.041247,0.02939363,0.05522439,0.08763275,0.06625557,0.04583761,0.06426858,0.07269613,0.03836931,0.02219938,0.08448099,0.0655704,0.03973964,0.02480301,0.05801673,0.05918255,0.057811,0.05026745,0.06754903,0.1019065,0.06247428,0.03977507,0.05959402,0.06782334,0.04436977,0.02331642,0.08201893,0.06480592,0.03552325,0.03079139,0.05492242,0.04771385,0.04380063,0.04201565,0.08224633,0.06432789,0.0293835,0.02965811,0.05581491,0.06027736,0.04256488,0.02595085,0.09947824,0.0374159,0.02430317,0.02711795,0.02543305,0.02130877,0.02584548,0.009279626,0.0666071,0.06200165,0.0277014,0.01450371,0.03519384,0.04096783,0.02130877,0.006255155,0.06784438,0.04172395,0.01945285,0.04474842,0.02416357,0.02423241,0.01789894,0.01900041,0.03696819,0.05913534,0.0230621,0.01851852,0.03965304,0.0399284,0.0191381,0.004405893,0.06546882,0.03538483,0.01831199,0.01975768,0.06097729,0.05402615,0.04260151,0.03509979,0.0613214,0.09146594,0.05278734,0.04466621,0.06730901,0.0735031,0.04590502,0.02181693,0.08410186,0.08437715,0.04033035,0.03812801
17,0.05863282,0.05028627,0.04090501,0.02897151,0.05518383,0.08794923,0.06615162,0.0453887,0.06428916,0.07339449,0.03814582,0.02186659,0.0849831,0.06615162,0.03966338,0.02441885,0.05842945,0.05946543,0.05794599,0.05034878,0.06782237,0.1027005,0.06298777,0.03991988,0.05974169,0.06885835,0.04454727,0.02313696,0.08260239,0.06526694,0.03570689,0.0306651,0.05494506,0.04796461,0.04395605,0.04222821,0.08272859,0.06434446,0.0291658,0.02958048,0.05577441,0.06081968,0.04264289,0.02591748,0.1008363,0.03773585,0.02391319,0.0270924,0.02533223,0.02131783,0.02547065,0.008997785,0.06665283,0.06229236,0.02713178,0.01432724,0.03509136,0.04152824,0.02069491,0.006021595,0.06810631,0.04215116,0.01889535,0.04464286,0.02385576,0.02441054,0.01747573,0.01872399,0.03675451,0.0592233,0.02267684,0.01809986,0.03938974,0.04049931,0.01893204,0.003952843,0.06601942,0.03578363,0.01789182,0.01927878,0.06120044,0.05399224,0.04214028,0.03500139,0.06168561,0.09183532,0.05295259,0.04470474,0.06778486,0.07436928,0.04581369,0.02183255,0.08504297,0.08504297,0.0401303,0.03805101
18,0.06128965,0.05073923,0.04129937,0.02929132,0.05566739,0.08808218,0.06621781,0.04574165,0.06503783,0.07433886,0.03873117,0.02214201,0.08551399,0.06677309,0.03998056,0.02471021,0.0589911,0.06003335,0.05864369,0.05086159,0.0684408,0.1031128,0.06357699,0.04043913,0.06010284,0.06934408,0.04481656,0.02320734,0.08310172,0.06566148,0.03578377,0.03091996,0.05530435,0.048,0.04431304,0.04264348,0.08382609,0.06393044,0.02921739,0.02963478,0.05613913,0.06121739,0.04285217,0.02615652,0.1014957,0.03777391,0.02386087,0.02706087,0.02507837,0.02117729,0.02542668,0.008707767,0.06701498,0.06213863,0.02681992,0.01400209,0.03517938,0.04172762,0.02061999,0.00585162,0.06805991,0.04214559,0.01901776,0.04472309,0.02406361,0.02469136,0.0175769,0.01869289,0.03689754,0.05928716,0.02273837,0.0181349,0.03954802,0.04073377,0.01904164,0.003905978,0.06598312,0.03585129,0.0179954,0.01904164,0.06159319,0.05454799,0.04255022,0.03522601,0.06201172,0.09200614,0.05308315,0.04478237,0.06828962,0.07498605,0.04638672,0.02204241,0.08537947,0.08523995,0.0405971,0.0382952
19,0.0643426,0.05113874,0.04198687,0.0299008,0.05609892,0.08879419,0.06629873,0.04652787,0.066159,0.07559033,0.03947185,0.02284477,0.08641889,0.06769596,0.04058963,0.02528993,0.0601651,0.06093466,0.05974535,0.0515601,0.06925983,0.1043795,0.0646425,0.04092626,0.06072478,0.0698195,0.04533371,0.02322653,0.08325171,0.06639149,0.03595914,0.03113194,0.05567227,0.0482493,0.04467787,0.04341737,0.08543418,0.06351541,0.02892157,0.02969188,0.05658263,0.06148459,0.04327731,0.02661064,0.1028711,0.0377451,0.02352941,0.02703081,0.02516473,0.02123931,0.02537502,0.008902285,0.06736296,0.0621758,0.02677695,0.01408944,0.03525866,0.04205804,0.02074863,0.005818029,0.06785364,0.04233843,0.01913641,0.04472172,0.02401348,0.02478584,0.01755372,0.01853672,0.03700323,0.05940177,0.02274961,0.01818565,0.03953097,0.04079483,0.0188878,0.003721387,0.06593175,0.03580958,0.01804522,0.0188878,0.06205251,0.05517338,0.0433104,0.03565913,0.06268426,0.09286817,0.05412045,0.04562684,0.06921241,0.07623193,0.0476625,0.02267303,0.08591885,0.08549768,0.04134494,0.03916889
20,0.06723458,0.05343565,0.04315686,0.02992115,0.05751901,0.09173472,0.06596734,0.04709941,0.06814982,0.0808223,0.04019994,0.02316249,0.08821459,0.07195156,0.04146719,0.02527457,0.06187456,0.06398872,0.06194503,0.05257224,0.07181113,0.1085271,0.06652572,0.04207188,0.06222692,0.07491191,0.0460888,0.02346723,0.08491895,0.07019027,0.03657505,0.03150106,0.05625353,0.05046584,0.04587803,0.04460756,0.08907397,0.0655703,0.02865613,0.02929136,0.05780632,0.06606437,0.04404292,0.02731508,0.1061547,0.04086674,0.02315076,0.02660926,0.02529142,0.02281879,0.02599788,0.008194984,0.06852702,0.06442953,0.02649241,0.01356411,0.03617096,0.04648534,0.02062875,0.005227835,0.06888025,0.04542565,0.0187213,0.0442953,0.02406058,0.0265374,0.0179039,0.01818696,0.03800156,0.06184983,0.02236218,0.0176916,0.04047838,0.04514896,0.01882386,0.003184488,0.06694502,0.03899229,0.01762083,0.01818696,0.06327324,0.05775892,0.04446801,0.03619654,0.06447508,0.09614705,0.05478968,0.04595263,0.07133263,0.08179568,0.04878049,0.02304701,0.08794627,0.08886532,0.04213503,0.03980205
21,0.06908524,0.05562248,0.04492312,0.03131864,0.05923617,0.0936725,0.06625097,0.04874938,0.0712818,0.08474457,0.04272657,0.0250124,0.09062567,0.07532062,0.04329342,0.02678382,0.06467626,0.06751294,0.06510177,0.05531523,0.07495923,0.1126161,0.07020779,0.04446493,0.06389618,0.07722857,0.04765619,0.02460818,0.08623502,0.07205163,0.0376569,0.0326218,0.05728279,0.0516042,0.04741624,0.04713231,0.09412266,0.0657297,0.02881885,0.02967064,0.05848949,0.06686541,0.0455707,0.02938671,0.1105196,0.04109881,0.02306928,0.02704429,0.02551528,0.02288557,0.02622601,0.008599858,0.06879886,0.06496091,0.02651031,0.01371713,0.0366027,0.04697939,0.02089552,0.005472637,0.06901208,0.04577114,0.01897654,0.04221749,0.0242079,0.02684229,0.01801353,0.01844073,0.03823425,0.06208615,0.02242791,0.01765753,0.04079744,0.04549662,0.01886792,0.003417586,0.06685653,0.03915984,0.01772873,0.01822713,0.06514473,0.05959747,0.04622715,0.03776403,0.06642486,0.09835716,0.05675272,0.04736505,0.07431903,0.08548468,0.05156105,0.02460707,0.09032074,0.09096082,0.04416471,0.04188891
22,0.07229345,0.05797721,0.0480057,0.03368946,0.06132479,0.09679487,0.06645299,0.05156695,0.07592592,0.08960114,0.047151,0.02856125,0.09515669,0.07984331,0.04722222,0.02955841,0.0706545,0.07265079,0.07115357,0.06017396,0.08027948,0.1191359,0.07657208,0.04919435,0.06666192,0.07956652,0.05083416,0.02673606,0.08869243,0.07450449,0.03999715,0.0352916,0.05915513,0.05273298,0.04980734,0.05201941,0.1029685,0.06557728,0.02911374,0.02997003,0.05972599,0.06700443,0.04866562,0.03303839,0.118453,0.0405309,0.02347652,0.02725846,0.0258023,0.02265742,0.02623115,0.00886284,0.06897291,0.06482739,0.02651705,0.01422343,0.03695233,0.04624401,0.02108498,0.005789436,0.06904439,0.04510042,0.01922665,0.0412408,0.02455261,0.02648533,0.01796707,0.01882606,0.03829635,0.06198998,0.02254832,0.0182534,0.04108804,0.04481031,0.0190408,0.00365068,0.06678597,0.03843951,0.01789549,0.01839656,0.06795422,0.06201717,0.04899857,0.040701,0.06895565,0.1016452,0.06037196,0.05050072,0.07896996,0.08969957,0.05672389,0.02796853,0.09427754,0.09399141,0.04806867,0.04606581
