# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
34,0.4057279,0.3897034,0.3842482,0.2949199,0.3815206,0.4953972,0.4023184,0.3743607,0.3579952,0.4217525,0.32015,0.2359359,0.3426526,0.3944767,0.2816229,0.2021821,0.3735104,0.3888322,0.4055158,0.319033,0.3867892,0.5005108,0.4715696,0.3180116,0.3496765,0.4296902,0.3884917,0.2519578,0.3575076,0.423221,0.2812394,0.2870276,0.3737201,0.3764505,0.3549488,0.316041,0.3846416,0.03412969,0.03754266,0.165529,0.3481229,0.3924915,0.3686007,0.2440273,0.3604096,0.03447099,0.01877133,0.1443686,0.03569001,0.01461591,0.021414,0,0.05030591,0.0421482,0.02753229,0.01155676,0.05302515,0.04418763,0.03093134,0.014276,0.06458192,0.04656696,0.02311353,0.04486744,0.03440055,0.02043597,0.01362398,0.003405995,0.05483651,0.04053133,0.02588556,0.01464578,0.05688011,0.04291553,0.03167575,0.01362398,0.0609673,0.04189373,0.02282016,0.02009537,0.3854024,0.4055252,0.3765348,0.319236,0.3874488,0.4771487,0.4525921,0.3652797,0.3622101,0.4188267,0.3731242,0.2353342,0.3356071,0.4348567,0.276603,0.2844475
35,0.4136752,0.3938462,0.3873504,0.2988034,0.3883761,0.5039316,0.4136752,0.3788034,0.3623932,0.4246154,0.3223931,0.2382906,0.3442735,0.3952137,0.2820513,0.2047863,0.3769205,0.3909184,0.4093547,0.3222943,0.390577,0.5032434,0.4755889,0.3216115,0.3523387,0.4342779,0.3929669,0.254353,0.3612154,0.426084,0.2837146,0.2902014,0.3793694,0.382111,0.3605209,0.3193969,0.3879369,0.03461275,0.03872515,0.1672378,0.3550377,0.4009596,0.3728581,0.2467443,0.3622344,0.03495545,0.01953393,0.1456477,0.03618982,0.01570502,0.02150905,0,0.05018778,0.04335951,0.0279959,0.01160806,0.05360191,0.04472516,0.03141004,0.01468078,0.06520997,0.04745647,0.02389894,0.04438375,0.03588517,0.02084757,0.0140123,0.003759399,0.05536569,0.04135338,0.02631579,0.01572112,0.0580998,0.04272044,0.03246753,0.01435407,0.06220096,0.04237868,0.02289815,0.02050581,0.3883562,0.4106164,0.3811644,0.3236301,0.3914384,0.4842466,0.4578767,0.3695205,0.3650685,0.4215753,0.3760274,0.2383562,0.3380137,0.4410959,0.2773973,0.2869863
36,0.4188679,0.3958834,0.3886792,0.3008576,0.3931389,0.5118353,0.4202401,0.3821612,0.3636364,0.4253859,0.322813,0.238765,0.3457976,0.3972556,0.2833619,0.2072041,0.377915,0.3926612,0.4111797,0.3247599,0.3916324,0.505487,0.4790809,0.3227023,0.3535665,0.4365569,0.3947188,0.255487,0.3638546,0.4296982,0.2856653,0.2918381,0.3827883,0.3855422,0.3624785,0.3197935,0.3879518,0.03373494,0.03752152,0.1666093,0.3600689,0.4072289,0.3755594,0.2475043,0.3638554,0.03442341,0.01893288,0.1445783,0.03562864,0.01473107,0.0202124,0,0.05035971,0.04213772,0.02706406,0.01199041,0.05241521,0.04419322,0.03014731,0.01404591,0.06440562,0.0465913,0.02261048,0.04487838,0.0347079,0.02027491,0.01408935,0.003092784,0.05532646,0.04123711,0.02611684,0.01477663,0.0580756,0.04329897,0.03195876,0.0137457,0.06151203,0.04226804,0.02302405,0.02027491,0.3929921,0.41326,0.3833734,0.3253178,0.3933356,0.4860873,0.4599794,0.3723806,0.3661972,0.4235658,0.3785641,0.2387496,0.3397458,0.4458949,0.2792855,0.2875301
37,0.4274888,0.4016535,0.3937306,0.3041681,0.401309,0.5201516,0.4447124,0.388908,0.3682398,0.4299001,0.3262143,0.2407854,0.3489494,0.4002756,0.2859111,0.209783,0.3818057,0.3952447,0.4148863,0.3256375,0.3949001,0.5096485,0.4810475,0.3242591,0.3576843,0.4390076,0.3990352,0.2574087,0.3662991,0.431082,0.287388,0.2942798,0.386952,0.3890231,0.3658957,0.3220573,0.3904039,0.03451847,0.03866068,0.1674146,0.3627891,0.4107698,0.3779772,0.2488782,0.3658957,0.03451847,0.01933034,0.1453228,0.03611971,0.01444788,0.02167183,0,0.0498796,0.04265566,0.02751978,0.01135191,0.05297558,0.04437564,0.03130375,0.01410389,0.06432749,0.04678363,0.02304782,0.04471964,0.03551724,0.02068966,0.01448276,0.003103448,0.0562069,0.04137931,0.0262069,0.01482759,0.05793104,0.04310345,0.03241379,0.01310345,0.06137931,0.04206897,0.02275862,0.01965517,0.3956537,0.4173853,0.3866851,0.329079,0.3973784,0.490169,0.4667127,0.3746119,0.3697827,0.4280787,0.380476,0.2411176,0.3425319,0.4511901,0.2807865,0.2890652
38,0.4431345,0.4129681,0.4053398,0.3144937,0.415742,0.5343273,0.4570042,0.3942441,0.3758669,0.4386269,0.3318308,0.2454924,0.3536755,0.4032594,0.2877947,0.2135922,0.3936244,0.4074844,0.4255024,0.3361053,0.4054054,0.5225225,0.491684,0.3312543,0.3662509,0.4490645,0.4064449,0.2629938,0.3724879,0.4369369,0.2900208,0.3000693,0.3987496,0.4008336,0.3747829,0.3324071,0.3994443,0.0389024,0.04098645,0.1754081,0.3723515,0.4209795,0.3838138,0.2525182,0.3713095,0.03612366,0.02014588,0.1493574,0.0384216,0.01799931,0.02319142,0,0.05365178,0.04638283,0.03046037,0.01349948,0.05538249,0.04742125,0.03288335,0.01661475,0.06645899,0.04776739,0.02457598,0.04742125,0.0375,0.02361111,0.015625,0.00625,0.05868056,0.04548611,0.02881944,0.01701389,0.059375,0.04548611,0.03402778,0.01597222,0.06215278,0.04305556,0.02361111,0.02118056,0.4074974,0.4283235,0.3988199,0.3384241,0.4068032,0.5036446,0.4741409,0.3818119,0.3769524,0.4356126,0.3877126,0.2447067,0.3471017,0.4588684,0.2835821,0.2939951
39,0.4348579,0.4033264,0.3957034,0.3059598,0.4095634,0.5284131,0.4518364,0.3922384,0.3700624,0.4313929,0.3277893,0.2418572,0.3510048,0.4009009,0.2875953,0.2117117,0.383443,0.3976446,0.4146172,0.3259439,0.3966055,0.5122965,0.4821614,0.3255975,0.3602355,0.4426741,0.3997229,0.2597852,0.3688951,0.4347073,0.2892276,0.2958088,0.3895066,0.3919388,0.366574,0.323836,0.3912439,0.0333565,0.03717859,0.1692147,0.3672689,0.4166088,0.3794301,0.2494788,0.3676164,0.03405143,0.01876303,0.1462821,0.03561549,0.01590595,0.02178423,0,0.05048409,0.04322268,0.02731674,0.01210235,0.05359613,0.04564315,0.03146612,0.01521438,0.06466114,0.04771784,0.02385892,0.04598894,0.03504511,0.02116586,0.01457321,0.003816794,0.05621096,0.04129077,0.02706454,0.01526718,0.05898682,0.04337266,0.03296322,0.01387925,0.06245663,0.0426787,0.02394171,0.02081888,0.3977115,0.4202496,0.3893897,0.3307906,0.3987517,0.4944521,0.4632455,0.3769071,0.3713592,0.4285714,0.3817614,0.2423717,0.3443134,0.4583911,0.2815534,0.2912621
40,0.4393044,0.4052174,0.3954782,0.3067826,0.4132174,0.5318261,0.4532174,0.3906087,0.3711304,0.4330435,0.328,0.2413913,0.3513044,0.4017391,0.2876522,0.2135652,0.3827718,0.3970129,0.415422,0.3268496,0.3963182,0.511636,0.4824592,0.3275443,0.3601945,0.4421674,0.401181,0.2598124,0.3699201,0.4345259,0.2886419,0.2969781,0.3912134,0.3919107,0.3661088,0.3235704,0.3908647,0.03312413,0.0376569,0.1680614,0.3688982,0.4170153,0.3797071,0.2496513,0.3678522,0.0348675,0.0181311,0.1464435,0.03611111,0.01527778,0.02118056,0,0.05138889,0.04305556,0.02708333,0.01215278,0.05416667,0.04548611,0.03125,0.015625,0.06597222,0.04756945,0.02361111,0.04583333,0.03475843,0.02050747,0.0132082,0.003128259,0.0552659,0.04101495,0.02537365,0.01529371,0.05735141,0.04344803,0.03163017,0.01355579,0.06152242,0.04310045,0.02259298,0.0198123,0.3991655,0.4224617,0.3904729,0.331363,0.3995132,0.4937413,0.4638387,0.3779555,0.3710014,0.4290681,0.3835188,0.2430459,0.3452712,0.4621001,0.2833797,0.2917246
Step3Channel5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
1,0.2960526,0,0,0,0.4901316,0,0,0,0.5263158,0,0,0,0.5,0,0,0,0.2885246,0,0,0,0.4836065,0,0,0,0.5360656,0,0,0,0.5,0,0,0,0.3069307,0,0,0,0.4966997,0,0,0,0.5429043,0,0,0,0.5148515,0,0,0,0.2881072,0,0,0,0.4941373,0,0,0,0.5376884,0,0,0,0.5276382,0,0,0,0.2941177,0,0,0,0.5008404,0,0,0,0.5546219,0,0,0,0.5327731,0,0,0,0.3047776,0,0,0,0.4827018,0,0,0,0.5403624,0,0,0,0.5074135,0,0,0
2,0.3011647,0,0,0,0.4941764,0,0,0,0.5291181,0,0,0,0.499168,0,0,0,0.2902156,0,0,0,0.4859038,0,0,0,0.5373135,0,0,0,0.4991708,0,0,0,0.3060201,0,0,0,0.4966555,0,0,0,0.541806,0,0,0,0.5167224,0,0,0,0.2915254,0,0,0,0.4983051,0,0,0,0.5474576,0,0,0,0.5355932,0,0,0,0.292517,0,0,0,0.4931973,0,0,0,0.5578231,0,0,0,0.5357143,0,0,0,0.3019802,0,0,0,0.4867987,0,0,0,0.5330033,0,0,0,0.5016502,0,0,0
3,0.3015075,0,0,0,0.4991625,0,0,0,0.5293132,0,0,0,0.5025126,0,0,0,0.2933333,0,0,0,0.4883333,0,0,0,0.5416667,0,0,0,0.5083333,0,0,0,0.307047,0,0,0,0.4966443,0,0,0,0.5419463,0,0,0,0.5151007,0,0,0,0.2915952,0,0,0,0.4991424,0,0,0,0.5454546,0,0,0,0.5403088,0,0,0,0.2920962,0,0,0,0.4982818,0,0,0,0.556701,0,0,0,0.5326461,0,0,0,0.2954925,0,0,0,0.4841402,0,0,0,0.5325543,0,0,0,0.4974958,0,0,0
4,0.2962963,0,0,0,0.493266,0,0,0,0.5269361,0,0,0,0.5050505,0,0,0,0.2917369,0,0,0,0.4873524,0,0,0,0.5362563,0,0,0,0.5025295,0,0,0,0.3050847,0,0,0,0.4983051,0,0,0,0.5423729,0,0,0,0.5152543,0,0,0,0.2975779,0,0,0,0.5069204,0,0,0,0.5519031,0,0,0,0.5467128,0,0,0,0.2963605,0,0,0,0.5025997,0,0,0,0.5701907,0,0,0,0.5407279,0,0,0,0.3006757,0,0,0,0.4898649,0,0,0,0.5422297,0,0,0,0.5084459,0,0,0
5,0.3016949,0,0,0,0.4949152,0,0,0,0.5152543,0,0,0,0.5,0,0,0,0.3006757,0,0,0,0.4932432,0,0,0,0.527027,0,0,0,0.4949324,0,0,0,0.3076923,0,0,0,0.5111111,0,0,0,0.531624,0,0,0,0.5128205,0,0,0,0.2996516,0,0,0,0.5139373,0,0,0,0.5400697,0,0,0,0.5418118,0,0,0,0.3001745,0,0,0,0.5165794,0,0,0,0.556719,0,0,0,0.5270506,0,0,0,0.3054608,0,0,0,0.5017065,0,0,0,0.5307167,0,0,0,0.503413,0,0,0
6,0.2962329,0,0,0,0.494863,0,0,0,0.5188356,0,0,0,0.494863,0,0,0,0.2918089,0,0,0,0.496587,0,0,0,0.5290102,0,0,0,0.4982935,0,0,0,0.3136915,0,0,0,0.5112652,0,0,0,0.542461,0,0,0,0.5164645,0,0,0,0.3024476,0,0,0,0.5174825,0,0,0,0.5402098,0,0,0,0.5437063,0,0,0,0.2940141,0,0,0,0.5176057,0,0,0,0.5616197,0,0,0,0.5369718,0,0,0,0.3075601,0,0,0,0.4931271,0,0,0,0.5274914,0,0,0,0.5,0,0,0
7,0.2958477,0,0,0,0.4913495,0,0,0,0.5415225,0,0,0,0.5103806,0,0,0,0.2906574,0,0,0,0.4861592,0,0,0,0.5432526,0,0,0,0.5086505,0,0,0,0.3059441,0,0,0,0.5052447,0,0,0,0.5541958,0,0,0,0.5244755,0,0,0,0.297153,0,0,0,0.5142349,0,0,0,0.5640569,0,0,0,0.5587189,0,0,0,0.2946429,0,0,0,0.5125,0,0,0,0.5839286,0,0,0,0.5517857,0,0,0,0.298791,0,0,0,0.4905009,0,0,0,0.5457686,0,0,0,0.507772,0,0,0
8,0.2973913,0,0,0,0.4886957,0,0,0,0.5373913,0,0,0,0.5113043,0,0,0,0.2926829,0,0,0,0.4947735,0,0,0,0.5487805,0,0,0,0.5156794,0,0,0,0.308642,0,0,0,0.5079365,0,0,0,0.5520282,0,0,0,0.5255732,0,0,0,0.2967626,0,0,0,0.5161871,0,0,0,0.5683453,0,0,0,0.5593525,0,0,0,0.3016158,0,0,0,0.5206463,0,0,0,0.5870736,0,0,0,0.5529623,0,0,0,0.3024476,0,0,0,0.4947552,0,0,0,0.5506993,0,0,0,0.5104895,0,0,0
9,0.3003533,0,0,0,0.4929329,0,0,0,0.5406361,0,0,0,0.5159011,0,0,0,0.2869718,0,0,0,0.4929577,0,0,0,0.5440141,0,0,0,0.5105634,0,0,0,0.311943,0,0,0,0.5115864,0,0,0,0.5668449,0,0,0,0.5347593,0,0,0,0.2978339,0,0,0,0.5162455,0,0,0,0.5685921,0,0,0,0.5631769,0,0,0,0.3030853,0,0,0,0.5263158,0,0,0,0.5952813,0,0,0,0.5607985,0,0,0,0.306338,0,0,0,0.4964789,0,0,0,0.5598592,0,0,0,0.5211267,0,0,0
10,0.2998236,0,0,0,0.4955908,0,0,0,0.5467372,0,0,0,0.5149912,0,0,0,0.2915194,0,0,0,0.4964664,0,0,0,0.5547703,0,0,0,0.5194346,0,0,0,0.3046595,0,0,0,0.5053763,0,0,0,0.5537634,0,0,0,0.5268817,0,0,0,0.3036364,0,0,0,0.5254545,0,0,0,0.5727273,0,0,0,0.5727273,0,0,0,0.2974453,0,0,0,0.5218978,0,0,0,0.5912409,0,0,0,0.5620438,0,0,0,0.3061947,0,0,0,0.499115,0,0,0,0.5557522,0,0,0,0.5185841,0,0,0
11,0.3019538,0,0,0,0.4991119,0,0,0,0.5328597,0,0,0,0.5079929,0,0,0,0.2994652,0,0,0,0.509804,0,0,0,0.5418895,0,0,0,0.516934,0,0,0,0.3128391,0,0,0,0.522604,0,0,0,0.5515371,0,0,0,0.5316456,0,0,0,0.305709,0,0,0,0.5359116,0,0,0,0.5672191,0,0,0,0.5709024,0,0,0,0.3129629,0,0,0,0.5407407,0,0,0,0.5888889,0,0,0,0.5648148,0,0,0,0.3028674,0,0,0,0.5071685,0,0,0,0.5430108,0,0,0,0.5125448,0,0,0
12,0.2987249,0,0,0,0.5027322,0,0,0,0.5409836,0,0,0,0.5136612,0,0,0,0.2926391,0,0,0,0.5044883,0,0,0,0.5439857,0,0,0,0.513465,0,0,0,0.3193431,0,0,0,0.5273722,0,0,0,0.5547445,0,0,0,0.5364963,0,0,0,0.3099631,0,0,0,0.5387454,0,0,0,0.5701107,0,0,0,0.5719557,0,0,0,0.3065421,0,0,0,0.5420561,0,0,0,0.5906542,0,0,0,0.5700935,0,0,0,0.3043478,0,0,0,0.5036232,0,0,0,0.5471014,0,0,0,0.5144928,0,0,0
13,0.3090909,0,0,0,0.5090909,0,0,0,0.5436364,0,0,0,0.52,0,0,0,0.2924188,0,0,0,0.5108303,0,0,0,0.5469314,0,0,0,0.5198556,0,0,0,0.3155963,0,0,0,0.5266055,0,0,0,0.5577981,0,0,0,0.5376147,0,0,0,0.3076923,0,0,0,0.54409,0,0,0,0.5703565,0,0,0,0.5741088,0,0,0,0.3071161,0,0,0,0.5411985,0,0,0,0.5898876,0,0,0,0.5674157,0,0,0,0.3114754,0,0,0,0.5173042,0,0,0,0.5537341,0,0,0,0.5264117,0,0,0
14,0.3071298,0,0,0,0.5045704,0,0,0,0.5557587,0,0,0,0.5265082,0,0,0,0.2956204,0,0,0,0.5054744,0,0,0,0.5675182,0,0,0,0.5273722,0,0,0,0.3112339,0,0,0,0.5230203,0,0,0,0.5782689,0,0,0,0.5469613,0,0,0,0.2992424,0,0,0,0.5340909,0,0,0,0.5852273,0,0,0,0.5833333,0,0,0,0.3074004,0,0,0,0.544592,0,0,0,0.6110057,0,0,0,0.5844402,0,0,0,0.3062731,0,0,0,0.5092251,0,0,0,0.5719557,0,0,0,0.5313653,0,0,0
15,0.3075506,0,0,0,0.5064456,0,0,0,0.5616943,0,0,0,0.5303867,0,0,0,0.2878229,0,0,0,0.5092251,0,0,0,0.5719557,0,0,0,0.5295203,0,0,0,0.3072626,0,0,0,0.5251397,0,0,0,0.5810056,0,0,0,0.5437616,0,0,0,0.3129771,0,0,0,0.5438932,0,0,0,0.5973282,0,0,0,0.5954198,0,0,0,0.3129771,0,0,0,0.5496183,0,0,0,0.620229,0,0,0,0.5896947,0,0,0,0.2996323,0,0,0,0.5055147,0,0,0,0.5680147,0,0,0,0.5257353,0,0,0
16,0.3072626,0,0,0,0.5083799,0,0,0,0.5679702,0,0,0,0.5288641,0,0,0,0.2918216,0,0,0,0.5148699,0,0,0,0.5762082,0,0,0,0.535316,0,0,0,0.3157895,0,0,0,0.5300752,0,0,0,0.5883459,0,0,0,0.5526316,0,0,0,0.3084291,0,0,0,0.5421456,0,0,0,0.6034483,0,0,0,0.5881226,0,0,0,0.3141762,0,0,0,0.5536398,0,0,0,0.6206896,0,0,0,0.5881226,0,0,0,0.3035382,0,0,0,0.5121043,0,0,0,0.5735568,0,0,0,0.5325885,0,0,0
17,0.3196262,0,0,0,0.517757,0,0,0,0.5700935,0,0,0,0.5401869,0,0,0,0.2998138,0,0,0,0.5139665,0,0,0,0.575419,0,0,0,0.5363129,0,0,0,0.3100189,0,0,0,0.5293006,0,0,0,0.5784499,0,0,0,0.5538752,0,0,0,0.311412,0,0,0,0.5531915,0,0,0,0.6073501,0,0,0,0.5976789,0,0,0,0.3126214,0,0,0,0.5514563,0,0,0,0.6271845,0,0,0,0.5941747,0,0,0,0.3108614,0,0,0,0.5187266,0,0,0,0.5805243,0,0,0,0.5355805,0,0,0
18,0.3301708,0,0,0,0.5256167,0,0,0,0.5597723,0,0,0,0.5388994,0,0,0,0.2992424,0,0,0,0.532197,0,0,0,0.5681818,0,0,0,0.5359849,0,0,0,0.3193116,0,0,0,0.5449331,0,0,0,0.5774379,0,0,0,0.5583174,0,0,0,0.3171206,0,0,0,0.5622568,0,0,0,0.5953307,0,0,0,0.5992218,0,0,0,0.3190661,0,0,0,0.5680934,0,0,0,0.6128405,0,0,0,0.5894942,0,0,0,0.3075472,0,0,0,0.5264151,0,0,0,0.5641509,0,0,0,0.5301887,0,0,0
19,0.3396946,0,0,0,0.5343512,0,0,0,0.5725191,0,0,0,0.5477099,0,0,0,0.2973485,0,0,0,0.5284091,0,0,0,0.5681818,0,0,0,0.5359849,0,0,0,0.3199234,0,0,0,0.545977,0,0,0,0.5766283,0,0,0,0.559387,0,0,0,0.3209393,0,0,0,0.5714286,0,0,0,0.6007828,0,0,0,0.6066536,0,0,0,0.3195266,0,0,0,0.5719921,0,0,0,0.617357,0,0,0,0.5956607,0,0,0,0.3142857,0,0,0,0.5371429,0,0,0,0.5752381,0,0,0,0.5428572,0,0,0
20,0.332696,0,0,0,0.5258126,0,0,0,0.5793499,0,0,0,0.5449331,0,0,0,0.3001912,0,0,0,0.5296367,0,0,0,0.5889102,0,0,0,0.5487572,0,0,0,0.3126214,0,0,0,0.5359223,0,0,0,0.5902913,0,0,0,0.5631068,0,0,0,0.3095238,0,0,0,0.5555556,0,0,0,0.6130952,0,0,0,0.6051587,0,0,0,0.3141153,0,0,0,0.5626243,0,0,0,0.6361829,0,0,0,0.6043738,0,0,0,0.3085714,0,0,0,0.5219048,0,0,0,0.5866666,0,0,0,0.5428572,0,0,0
21,0.3333333,0,0,0,0.5210728,0,0,0,0.5804598,0,0,0,0.5478927,0,0,0,0.3021033,0,0,0,0.5239006,0,0,0,0.5812619,0,0,0,0.5487572,0,0,0,0.3145631,0,0,0,0.5398058,0,0,0,0.5961165,0,0,0,0.5631068,0,0,0,0.3173653,0,0,0,0.5668663,0,0,0,0.6227545,0,0,0,0.6087824,0,0,0,0.313253,0,0,0,0.566265,0,0,0,0.6405622,0,0,0,0.6044177,0,0,0,0.3146718,0,0,0,0.5328186,0,0,0,0.5945946,0,0,0,0.5540541,0,0,0
22,0.3365571,0,0,0,0.5299807,0,0,0,0.5822051,0,0,0,0.5531915,0,0,0,0.2923976,0,0,0,0.5282651,0,0,0,0.5925926,0,0,0,0.5497076,0,0,0,0.3171206,0,0,0,0.5428016,0,0,0,0.5972763,0,0,0,0.5700389,0,0,0,0.31,0,0,0,0.56,0,0,0,0.62,0,0,0,0.614,0,0,0,0.32,0,0,0,0.568,0,0,0,0.642,0,0,0,0.61,0,0,0,0.3133462,0,0,0,0.5261122,0,0,0,0.589942,0,0,0,0.5512573,0,0,0
23,0.3365759,0,0,0,0.5291829,0,0,0,0.5836576,0,0,0,0.5564202,0,0,0,0.2984496,0,0,0,0.5290698,0,0,0,0.5891473,0,0,0,0.5542636,0,0,0,0.3142292,0,0,0,0.541502,0,0,0,0.5988142,0,0,0,0.5671937,0,0,0,0.313253,0,0,0,0.564257,0,0,0,0.62249,0,0,0,0.6104417,0,0,0,0.3219316,0,0,0,0.5734407,0,0,0,0.6458753,0,0,0,0.6136821,0,0,0,0.3093385,0,0,0,0.5272374,0,0,0,0.5933852,0,0,0,0.5544747,0,0,0
24,0.3359528,0,0,0,0.5481336,0,0,0,0.5776032,0,0,0,0.5540275,0,0,0,0.3099415,0,0,0,0.5516569,0,0,0,0.5867447,0,0,0,0.5575049,0,0,0,0.3240557,0,0,0,0.5626243,0,0,0,0.5964215,0,0,0,0.5705765,0,0,0,0.3218623,0,0,0,0.582996,0,0,0,0.6133603,0,0,0,0.6153846,0,0,0,0.3197556,0,0,0,0.5885947,0,0,0,0.6354379,0,0,0,0.6130346,0,0,0,0.3176471,0,0,0,0.5490196,0,0,0,0.5882353,0,0,0,0.5568628,0,0,0
25,0.3386454,0,0,0,0.5458167,0,0,0,0.5756972,0,0,0,0.5597609,0,0,0,0.298419,0,0,0,0.5474308,0,0,0,0.5849802,0,0,0,0.5592886,0,0,0,0.3227092,0,0,0,0.561753,0,0,0,0.5976096,0,0,0,0.5697211,0,0,0,0.3223819,0,0,0,0.5852156,0,0,0,0.6221766,0,0,0,0.62423,0,0,0,0.3209876,0,0,0,0.5864198,0,0,0,0.6378601,0,0,0,0.6193416,0,0,0,0.3095238,0,0,0,0.5456349,0,0,0,0.5853174,0,0,0,0.5595238,0,0,0
26,0.3419483,0,0,0,0.5487078,0,0,0,0.5864811,0,0,0,0.5606362,0,0,0,0.2922465,0,0,0,0.5387674,0,0,0,0.5765408,0,0,0,0.5566601,0,0,0,0.3273093,0,0,0,0.562249,0,0,0,0.5983936,0,0,0,0.5803213,0,0,0,0.3190184,0,0,0,0.5848671,0,0,0,0.6196319,0,0,0,0.6237219,0,0,0,0.3271605,0,0,0,0.5967078,0,0,0,0.6440329,0,0,0,0.6255144,0,0,0,0.3101392,0,0,0,0.5447316,0,0,0,0.584493,0,0,0,0.5546719,0,0,0
27,0.3426854,0,0,0,0.5350701,0,0,0,0.6012024,0,0,0,0.5651302,0,0,0,0.3055556,0,0,0,0.5416667,0,0,0,0.6031746,0,0,0,0.5654762,0,0,0,0.3225152,0,0,0,0.5557809,0,0,0,0.6186613,0,0,0,0.5780933,0,0,0,0.3209876,0,0,0,0.5802469,0,0,0,0.6378601,0,0,0,0.6296296,0,0,0,0.31875,0,0,0,0.58125,0,0,0,0.6583334,0,0,0,0.6270834,0,0,0,0.312749,0,0,0,0.5378486,0,0,0,0.6035857,0,0,0,0.561753,0,0,0
28,0.3426295,0,0,0,0.5458167,0,0,0,0.5996016,0,0,0,0.563745,0,0,0,0.3006012,0,0,0,0.5410821,0,0,0,0.6092184,0,0,0,0.5651302,0,0,0,0.3258656,0,0,0,0.5641548,0,0,0,0.6252546,0,0,0,0.5906314,0,0,0,0.3264033,0,0,0,0.5904366,0,0,0,0.6548856,0,0,0,0.6403326,0,0,0,0.3278008,0,0,0,0.5829875,0,0,0,0.6618257,0,0,0,0.6307054,0,0,0,0.313253,0,0,0,0.5421687,0,0,0,0.6124498,0,0,0,0.564257,0,0,0
29,0.3387097,0,0,0,0.5443549,0,0,0,0.6108871,0,0,0,0.5705645,0,0,0,0.3004032,0,0,0,0.5443549,0,0,0,0.6129032,0,0,0,0.5725806,0,0,0,0.3238289,0,0,0,0.5621181,0,0,0,0.6252546,0,0,0,0.5885947,0,0,0,0.3160083,0,0,0,0.5800416,0,0,0,0.6424116,0,0,0,0.6257796,0,0,0,0.3242678,0,0,0,0.5899581,0,0,0,0.6652719,0,0,0,0.6317992,0,0,0,0.3173653,0,0,0,0.5429142,0,0,0,0.6047904,0,0,0,0.5608782,0,0,0
30,0.346856,0,0,0,0.5598377,0,0,0,0.5943205,0,0,0,0.5740365,0,0,0,0.3090909,0,0,0,0.5575758,0,0,0,0.6,0,0,0,0.5717171,0,0,0,0.3230453,0,0,0,0.5699589,0,0,0,0.6090535,0,0,0,0.5843621,0,0,0,0.3277311,0,0,0,0.5987395,0,0,0,0.6365546,0,0,0,0.6344538,0,0,0,0.3319328,0,0,0,0.605042,0,0,0,0.6596639,0,0,0,0.6386555,0,0,0,0.3145161,0,0,0,0.546371,0,0,0,0.5967742,0,0,0,0.5645161,0,0,0
31,0.3510204,0,0,0,0.5653061,0,0,0,0.6020408,0,0,0,0.5714286,0,0,0,0.3034623,0,0,0,0.5560082,0,0,0,0.598778,0,0,0,0.5682281,0,0,0,0.3215768,0,0,0,0.5788382,0,0,0,0.6141079,0,0,0,0.5892116,0,0,0,0.335443,0,0,0,0.6075949,0,0,0,0.6413502,0,0,0,0.6455696,0,0,0,0.3262712,0,0,0,0.6080508,0,0,0,0.6610169,0,0,0,0.6419492,0,0,0,0.3183673,0,0,0,0.5551021,0,0,0,0.6,0,0,0,0.5653061,0,0,0
